NR_SEQL_OCR_CVN;NR_CVN;VL_SDO_CGN;DT_CBR_PCL;DT_PRVT_RPSS_CVN;NR_CTR_OPR
69069061;1640;-351.03;2020-02-07;2020-02-07;896032824
69069062;1640;-272.24;2020-02-07;2020-02-07;896048187
69069063;1640;-84.68;2020-02-07;2020-02-07;896052649
69069064;1640;-59.04;2020-02-07;2020-02-07;896077684
69069065;1640;-232.09;2020-02-07;2020-02-07;896137255
69069066;1640;-282.63;2020-02-07;2020-02-07;896140910
69069067;1640;-283.33;2020-02-07;2020-02-07;896141044
69069068;1640;-285.85;2020-02-07;2020-02-07;896152540
69069069;1640;-523.80;2020-02-07;2020-02-07;896153337
69069070;1640;-297.68;2020-02-07;2020-02-07;896154852
69069071;1640;-778.07;2020-02-07;2020-02-07;896202688
69069072;1640;-217.37;2020-02-07;2020-02-07;896209248
69069073;1640;-5703.60;2020-02-07;2020-02-07;896218414
69069074;1640;-49.36;2020-02-07;2020-02-07;896222221
69069075;1640;-235.88;2020-02-07;2020-02-07;896357248
69069076;1640;-162.60;2020-02-07;2020-02-07;896360497
69069077;1640;-279.99;2020-02-07;2020-02-07;896360525
69069078;1640;-149.15;2020-02-07;2020-02-07;896361450
69069079;1640;-480.49;2020-02-07;2020-02-07;896365946
69069080;1640;-282.42;2020-02-07;2020-02-07;896396762
69069081;1640;-102.08;2020-02-07;2020-02-07;896453450
69069082;1640;-194.88;2020-02-07;2020-02-07;896465118
69069083;1640;-270.82;2020-02-07;2020-02-07;896472669
69069084;1640;-368.70;2020-02-07;2020-02-07;896510422
69069085;1640;-120.88;2020-02-07;2020-02-07;896527968
69069086;1640;-439.31;2020-02-07;2020-02-07;896528435
69069087;1640;-252.60;2020-02-07;2020-02-07;896538231
69069088;1640;-14.64;2020-02-07;2020-02-07;896558303
69069089;1640;-545.85;2020-02-07;2020-02-07;896565560
69069090;1640;-240.57;2020-02-07;2020-02-07;896566795
69069091;1640;-10.00;2020-02-07;2020-02-07;896571506
69069092;1640;-22.38;2020-02-07;2020-02-07;896578376
69069093;1640;-10.94;2020-02-07;2020-02-07;896615672
69069094;1640;-135.78;2020-02-07;2020-02-07;896620353
69069095;1640;-152.34;2020-02-07;2020-02-07;896628879
69069096;1640;-178.50;2020-02-07;2020-02-07;896657699
69069097;1640;-29.69;2020-02-07;2020-02-07;896694149
69069098;1640;-223.11;2020-02-07;2020-02-07;896701430
69069099;1640;-250.90;2020-02-07;2020-02-07;896786776
69069100;1640;-76.29;2020-02-07;2020-02-07;896789240
69069101;1640;-76.16;2020-02-07;2020-02-07;896790754
69069102;1640;-284.61;2020-02-07;2020-02-07;896792190
69069103;1640;-268.03;2020-02-07;2020-02-07;896834693
69069104;1640;-424.05;2020-02-07;2020-02-07;896836873
69069105;1640;-282.18;2020-02-07;2020-02-07;896866265
69069106;1640;-269.23;2020-02-07;2020-02-07;896901561
69069107;1640;-280.63;2020-02-07;2020-02-07;896903375
69069108;1640;-134.62;2020-02-07;2020-02-07;896910757
69069109;1640;-278.89;2020-02-07;2020-02-07;896916962
69069110;1640;-91.65;2020-02-07;2020-02-07;896960456
69069111;1640;-276.17;2020-02-07;2020-02-07;897005167
69069112;1640;-78.01;2020-02-07;2020-02-07;897017547
69069113;1640;-446.02;2020-02-07;2020-02-07;897017568
69069114;1640;-92.11;2020-02-07;2020-02-07;897030213
69069115;1640;-284.46;2020-02-07;2020-02-07;897036055
69069116;1640;-114.15;2020-02-07;2020-02-07;897057295
69069117;1640;-165.53;2020-02-07;2020-02-07;897057318
69069118;1640;-1055.85;2020-02-07;2020-02-07;897064196
69069119;1640;-276.34;2020-02-07;2020-02-07;897067076
69069120;1640;-1266.18;2020-02-07;2020-02-07;897113548
69069121;1640;-830.63;2020-02-07;2020-02-07;897145995
69069122;1640;-1132.52;2020-02-07;2020-02-07;897242592
69069123;1640;-376.85;2020-02-07;2020-02-07;897265457
69069124;1640;-83.39;2020-02-07;2020-02-07;897313913
69069125;1640;-1018.20;2020-02-07;2020-02-07;897353776
69069126;1640;-71.63;2020-02-07;2020-02-07;897409858
69069127;1640;-76.18;2020-02-07;2020-02-07;897412543
69069128;1640;-27.46;2020-02-07;2020-02-07;897416034
69069129;1640;-54.41;2020-02-07;2020-02-07;897430013
69069130;1640;-20.25;2020-02-07;2020-02-07;897440893
69069131;1640;-157.81;2020-02-07;2020-02-07;897477813
69069132;1640;-202.40;2020-02-07;2020-02-07;897481207
69069133;1640;-1769.17;2020-02-07;2020-02-07;897493709
69069134;1640;-2834.26;2020-02-07;2020-02-07;897494304
69069135;1640;-13.35;2020-02-07;2020-02-07;897532110
69069136;1640;-156.26;2020-02-07;2020-02-07;897540457
69069137;1640;-92.08;2020-02-07;2020-02-07;897542061
69069138;1640;-134.10;2020-02-07;2020-02-07;897578284
69069139;1640;-492.93;2020-02-07;2020-02-07;897597682
69069140;1640;-21.89;2020-02-07;2020-02-07;897616765
69069141;1640;-276.59;2020-02-07;2020-02-07;897683996
69069142;1640;-273.30;2020-02-07;2020-02-07;897759727
69069143;1640;-100.80;2020-02-07;2020-02-07;897767125
69069144;1640;-24.80;2020-02-07;2020-02-07;897777840
69069145;1640;-167.31;2020-02-07;2020-02-07;897840203
69069146;1640;-59.46;2020-02-07;2020-02-07;897908776
69069147;1640;-886.45;2020-02-07;2020-02-07;897967773
69069148;1640;-245.03;2020-02-07;2020-02-07;897976443
69069149;1640;-286.00;2020-02-07;2020-02-07;898007046
69069150;1640;-185.81;2020-02-07;2020-02-07;898050822
69069151;1640;-133.53;2020-02-07;2020-02-07;898098021
69069152;1640;-271.66;2020-02-07;2020-02-07;898108802
69069153;1640;-378.07;2020-02-07;2020-02-07;898117105
69069154;1640;-2588.00;2020-02-07;2020-02-07;898149777
69069155;1640;-279.14;2020-02-07;2020-02-07;898155193
69069156;1640;-81.55;2020-02-07;2020-02-07;898155195
69069157;1640;-40.11;2020-02-07;2020-02-07;898160606
69069158;1640;-67.96;2020-02-07;2020-02-07;898172440
69069159;1640;-140.56;2020-02-07;2020-02-07;898232085
69069160;1640;-284.85;2020-02-07;2020-02-07;898235074
69069161;1640;-141.27;2020-02-07;2020-02-07;898248011
69069162;1640;-131.73;2020-02-07;2020-02-07;898248194
69069163;1640;-673.36;2020-02-07;2020-02-07;898250384
69069164;1640;-271.10;2020-02-07;2020-02-07;898289148
69069165;1640;-298.93;2020-02-07;2020-02-07;898299376
69069166;1640;-446.22;2020-02-07;2020-02-07;898302139
69069167;1640;-5150.90;2020-02-07;2020-02-07;898318595
69069168;1640;-59.92;2020-02-07;2020-02-07;898324730
69069169;1640;-350.37;2020-02-07;2020-02-07;898340706
69069170;1640;-279.05;2020-02-07;2020-02-07;898361630
69069171;1640;-108.37;2020-02-07;2020-02-07;898365768
69069172;1640;-47.94;2020-02-07;2020-02-07;898397062
69069173;1640;-53.64;2020-02-07;2020-02-07;898462667
69069174;1640;-199.50;2020-02-07;2020-02-07;898471566
69069175;1640;-219.82;2020-02-07;2020-02-07;898471635
69069176;1640;-1816.08;2020-02-07;2020-02-07;898511664
69069177;1640;-280.79;2020-02-07;2020-02-07;898515279
69069178;1640;-146.89;2020-02-07;2020-02-07;898522535
69069179;1640;-110.92;2020-02-07;2020-02-07;898530418
69069180;1640;-391.62;2020-02-07;2020-02-07;898533852
69069181;1640;-864.03;2020-02-07;2020-02-07;898534807
69069182;1640;-216.01;2020-02-07;2020-02-07;898536369
69069183;1640;-61.82;2020-02-07;2020-02-07;898539750
69069184;1640;-191.52;2020-02-07;2020-02-07;898578400
69069185;1640;-267.31;2020-02-07;2020-02-07;898593093
69069186;1640;-69.45;2020-02-07;2020-02-07;898625108
69069187;1640;-146.97;2020-02-07;2020-02-07;898628404
69069188;1640;-195.29;2020-02-07;2020-02-07;898643002
69069189;1640;-11.55;2020-02-07;2020-02-07;898684090
69069190;1640;-380.31;2020-02-07;2020-02-07;898685427
69069191;1640;-1553.37;2020-02-07;2020-02-07;898688358
69069192;1640;-30.82;2020-02-07;2020-02-07;898692253
69069193;1640;-108.97;2020-02-07;2020-02-07;898693218
69069194;1640;-304.69;2020-02-07;2020-02-07;898697855
69069195;1640;-4725.66;2020-02-07;2020-02-07;898769524
69069196;1640;-548.80;2020-02-07;2020-02-07;898771520
69069197;1640;-285.70;2020-02-07;2020-02-07;898771902
69069198;1640;-189.33;2020-02-07;2020-02-07;898776786
69069199;1640;-100.18;2020-02-07;2020-02-07;898787915
69069200;1640;-557.80;2020-02-07;2020-02-07;898800712
69069201;1640;-19.46;2020-02-07;2020-02-07;898809085
69069202;1640;-279.26;2020-02-07;2020-02-07;898811739
69069203;1640;-118.29;2020-02-07;2020-02-07;898919087
69069204;1640;-268.55;2020-02-07;2020-02-07;898920818
69069205;1640;-119.12;2020-02-07;2020-02-07;899001404
69069206;1640;-381.66;2020-02-07;2020-02-07;899089647
69069207;1640;-260.63;2020-02-07;2020-02-07;899156853
69069208;1640;-67.30;2020-02-07;2020-02-07;899163263
69069209;1640;-373.47;2020-02-07;2020-02-07;899175496
69069210;1640;-715.71;2020-02-07;2020-02-07;899228630
69069211;1640;-324.56;2020-02-07;2020-02-07;899237943
69069212;1640;-560.60;2020-02-07;2020-02-07;899269516
69069213;1640;-108.12;2020-02-07;2020-02-07;899328116
69069215;1640;-327.07;2020-02-07;2020-02-07;899360272
69069216;1640;-375.30;2020-02-07;2020-02-07;899366049
69069217;1640;-216.09;2020-02-07;2020-02-07;899366425
69069218;1640;-275.89;2020-02-07;2020-02-07;899390678
69069219;1640;-81.77;2020-02-07;2020-02-07;899393609
69069220;1640;-276.50;2020-02-07;2020-02-07;899432059
69069221;1640;-88.41;2020-02-07;2020-02-07;899442964
69069222;1640;-188.95;2020-02-07;2020-02-07;899465039
69069223;1640;-40.77;2020-02-07;2020-02-07;899502241
69069224;1640;-279.03;2020-02-07;2020-02-07;899529496
69069225;1640;-841.71;2020-02-07;2020-02-07;899566224
69069226;1640;-148.15;2020-02-07;2020-02-07;899572082
69069227;1640;-115.38;2020-02-07;2020-02-07;899574083
69069228;1640;-412.79;2020-02-07;2020-02-07;899587963
69069229;1640;-360.48;2020-02-07;2020-02-07;899623045
69069230;1640;-284.39;2020-02-07;2020-02-07;899630084
69069231;1640;-201.82;2020-02-07;2020-02-07;899634833
69069232;1640;-250.18;2020-02-07;2020-02-07;899664651
69069233;1640;-162.77;2020-02-07;2020-02-07;899703854
69069234;1640;-157.49;2020-02-07;2020-02-07;899706064
69069235;1640;-151.38;2020-02-07;2020-02-07;899706130
69069236;1640;-96.28;2020-02-07;2020-02-07;899706221
69069237;1640;-149.62;2020-02-07;2020-02-07;899706311
69069238;1640;-126.53;2020-02-07;2020-02-07;899706364
69069239;1640;-277.62;2020-02-07;2020-02-07;899760097
69069240;1640;-103.88;2020-02-07;2020-02-07;899824189
69069241;1640;-268.18;2020-02-07;2020-02-07;899839816
69069242;1640;-284.90;2020-02-07;2020-02-07;899883359
69069243;1640;-267.08;2020-02-07;2020-02-07;899921938
69069244;1640;-141.42;2020-02-07;2020-02-07;899935392
69069245;1640;-240.62;2020-02-07;2020-02-07;899940405
69069246;1640;-284.51;2020-02-07;2020-02-07;899990065
69069247;1640;-159.27;2020-02-07;2020-02-07;899997005
69069248;1640;-286.62;2020-02-07;2020-02-07;900073386
69069249;1640;-281.64;2020-02-07;2020-02-07;900085433
69069250;1640;-868.77;2020-02-07;2020-02-07;900129331
69069251;1640;-849.72;2020-02-07;2020-02-07;900166965
69069252;1640;-799.65;2020-02-07;2020-02-07;900214586
69069253;1640;-506.18;2020-02-07;2020-02-07;900218323
69069254;1640;-157.46;2020-02-07;2020-02-07;900225766
69069255;1640;-190.20;2020-02-07;2020-02-07;900267533
69069256;1640;-215.56;2020-02-07;2020-02-07;900336857
69069257;1640;-340.22;2020-02-07;2020-02-07;900448131
69069258;1640;-291.67;2020-02-07;2020-02-07;900452286
69069259;1640;-1401.44;2020-02-07;2020-02-07;900484255
69069260;1640;-154.57;2020-02-07;2020-02-07;900513920
69069261;1640;-184.07;2020-02-07;2020-02-07;900527139
69069262;1640;-31.16;2020-02-07;2020-02-07;900605282
69069263;1640;-47.79;2020-02-07;2020-02-07;900620950
69069264;1640;-105.07;2020-02-07;2020-02-07;900669095
69069265;1640;-177.40;2020-02-07;2020-02-07;900720043
69069266;1640;-291.49;2020-02-07;2020-02-07;900742465
69069267;1640;-436.80;2020-02-07;2020-02-07;900751594
69069268;1640;-134.82;2020-02-07;2020-02-07;900751811
69069269;1640;-270.30;2020-02-07;2020-02-07;900755234
69069270;1640;-341.92;2020-02-07;2020-02-07;900813773
69069271;1640;-32.66;2020-02-07;2020-02-07;900816959
69069272;1640;-103.92;2020-02-07;2020-02-07;900837396
69069273;1640;-121.39;2020-02-07;2020-02-07;900843651
69069274;1640;-328.89;2020-02-07;2020-02-07;900848028
69069275;1640;-721.00;2020-02-07;2020-02-07;900930521
69069276;1640;-284.84;2020-02-07;2020-02-07;900944817
69069277;1640;-916.79;2020-02-07;2020-02-07;901047946
69069278;1640;-67.91;2020-02-07;2020-02-07;901057545
69069279;1640;-3422.76;2020-02-07;2020-02-07;901074734
69069280;1640;-107.41;2020-02-07;2020-02-07;901169309
69069281;1640;-199.88;2020-02-07;2020-02-07;901185789
69069282;1640;-6420.83;2020-02-07;2020-02-07;901196929
69069283;1640;-644.47;2020-02-07;2020-02-07;901204821
69069284;1640;-285.75;2020-02-07;2020-02-07;901239968
69069285;1640;-278.97;2020-02-07;2020-02-07;901304797
69069286;1640;-283.28;2020-02-07;2020-02-07;901310115
69069287;1640;-27.04;2020-02-07;2020-02-07;901368418
69069288;1640;-270.37;2020-02-07;2020-02-07;901369365
69069289;1640;-67.59;2020-02-07;2020-02-07;901381091
69069290;1640;-482.41;2020-02-07;2020-02-07;901388882
69069291;1640;-65.74;2020-02-07;2020-02-07;901454421
69069292;1640;-162.12;2020-02-07;2020-02-07;901460760
69069293;1640;-567.40;2020-02-07;2020-02-07;901463968
69069294;1640;-881.48;2020-02-07;2020-02-07;901487887
69069295;1640;-285.79;2020-02-07;2020-02-07;901558286
69069296;1640;-760.97;2020-02-07;2020-02-07;901565682
69069297;1640;-296.61;2020-02-07;2020-02-07;901581883
69069298;1640;-61.09;2020-02-07;2020-02-07;901633108
69069299;1640;-367.72;2020-02-07;2020-02-07;901664815
69069300;1640;-151.74;2020-02-07;2020-02-07;901706981
69069302;1640;-54.41;2020-02-07;2020-02-07;901916169
69069303;1640;-162.48;2020-02-07;2020-02-07;901919943
69069304;1640;-927.20;2020-02-07;2020-02-07;901969321
69069305;1640;-284.99;2020-02-07;2020-02-07;901978258
69069306;1640;-566.46;2020-02-07;2020-02-07;901981508
69069307;1640;-137.01;2020-02-07;2020-02-07;901985126
69069308;1640;-73.99;2020-02-07;2020-02-07;901991011
69069309;1640;-109.61;2020-02-07;2020-02-07;902000317
69069310;1640;-239.12;2020-02-07;2020-02-07;902000687
69069311;1640;-566.86;2020-02-07;2020-02-07;902099732
69069312;1640;-1916.88;2020-02-07;2020-02-07;902108409
69069313;1640;-83.12;2020-02-07;2020-02-07;902150350
69069314;1640;-286.01;2020-02-07;2020-02-07;902150687
69069315;1640;-109.46;2020-02-07;2020-02-07;902153514
69069316;1640;-294.57;2020-02-07;2020-02-07;902161258
69069317;1640;-269.76;2020-02-07;2020-02-07;902172271
69069318;1640;-161.49;2020-02-07;2020-02-07;902172790
69069319;1640;-285.24;2020-02-07;2020-02-07;902190842
69069320;1640;-136.74;2020-02-07;2020-02-07;902236229
69069321;1640;-208.10;2020-02-07;2020-02-07;902273251
69069322;1640;-76.52;2020-02-07;2020-02-07;902303386
69069323;1640;-270.56;2020-02-07;2020-02-07;902315703
69069324;1640;-90.98;2020-02-07;2020-02-07;902412235
69069325;1640;-190.03;2020-02-07;2020-02-07;902421789
69069326;1640;-764.55;2020-02-07;2020-02-07;902437476
69069327;1640;-545.12;2020-02-07;2020-02-07;902477700
69069328;1640;-463.10;2020-02-07;2020-02-07;902495320
69069329;1640;-90.39;2020-02-07;2020-02-07;902497399
69069330;1640;-514.47;2020-02-07;2020-02-07;902613115
69069331;1640;-280.78;2020-02-07;2020-02-07;902652401
69069332;1640;-100.55;2020-02-07;2020-02-07;902654524
69069333;1640;-229.02;2020-02-07;2020-02-07;902729282
69069334;1640;-570.06;2020-02-07;2020-02-07;902734544
69069335;1640;-571.68;2020-02-07;2020-02-07;902739546
69069336;1640;-157.47;2020-02-07;2020-02-07;902739550
69069337;1640;-360.50;2020-02-07;2020-02-07;902817310
69069338;1640;-25.95;2020-02-07;2020-02-07;902849022
69069339;1640;-46.49;2020-02-07;2020-02-07;902853977
69069340;1640;-236.59;2020-02-07;2020-02-07;902903026
69069341;1640;-178.94;2020-02-07;2020-02-07;902903568
69069342;1640;-236.40;2020-02-07;2020-02-07;902904064
69069343;1640;-1534.14;2020-02-07;2020-02-07;902918352
69069344;1640;-338.64;2020-02-07;2020-02-07;902920361
69069345;1640;-443.25;2020-02-07;2020-02-07;902924425
69069346;1640;-285.04;2020-02-07;2020-02-07;902953868
69069347;1640;-966.06;2020-02-07;2020-02-07;902960519
69069348;1640;-296.49;2020-02-07;2020-02-07;903025041
69069349;1640;-248.57;2020-02-07;2020-02-07;903025565
69069350;1640;-199.35;2020-02-07;2020-02-07;903028035
69069351;1640;-77.55;2020-02-07;2020-02-07;903041979
69069352;1640;-440.14;2020-02-07;2020-02-07;903062103
69069353;1640;-226.43;2020-02-07;2020-02-07;903091158
69069354;1640;-279.30;2020-02-07;2020-02-07;903093554
69069355;1640;-284.88;2020-02-07;2020-02-07;903108113
69069356;1640;-219.06;2020-02-07;2020-02-07;903160607
69069357;1640;-119.17;2020-02-07;2020-02-07;903201749
69069358;1640;-285.01;2020-02-07;2020-02-07;903263421
69069359;1640;-240.75;2020-02-07;2020-02-07;903263791
69069360;1640;-548.42;2020-02-07;2020-02-07;903299184
69069361;1640;-43.55;2020-02-07;2020-02-07;903299960
69069362;1640;-444.81;2020-02-07;2020-02-07;903345154
69069363;1640;-285.32;2020-02-07;2020-02-07;903370043
69069364;1640;-192.42;2020-02-07;2020-02-07;903393550
69069365;1640;-280.67;2020-02-07;2020-02-07;903409165
69069366;1640;-170.38;2020-02-07;2020-02-07;903434572
69069367;1640;-416.69;2020-02-07;2020-02-07;903442672
69069368;1640;-277.98;2020-02-07;2020-02-07;903444098
69069369;1640;-521.26;2020-02-07;2020-02-07;903453112
69069370;1640;-84.52;2020-02-07;2020-02-07;903462020
69069371;1640;-95.39;2020-02-07;2020-02-07;903468128
69069372;1640;-356.26;2020-02-07;2020-02-07;903543600
69069373;1640;-283.16;2020-02-07;2020-02-07;903551341
69069374;1640;-101.00;2020-02-07;2020-02-07;903668432
69069375;1640;-27.13;2020-02-07;2020-02-07;903679340
69069376;1640;-84.50;2020-02-07;2020-02-07;903799011
69069377;1640;-681.59;2020-02-07;2020-02-07;903799184
69069378;1640;-241.00;2020-02-07;2020-02-07;903859951
69069379;1640;-284.03;2020-02-07;2020-02-07;903860903
69069380;1640;-177.11;2020-02-07;2020-02-07;903862773
69069381;1640;-285.72;2020-02-07;2020-02-07;903870373
69069382;1640;-518.90;2020-02-07;2020-02-07;903877535
69069383;1640;-235.56;2020-02-07;2020-02-07;903887490
69069384;1640;-161.06;2020-02-07;2020-02-07;903928987
69069385;1640;-278.72;2020-02-07;2020-02-07;903940667
69069386;1640;-281.28;2020-02-07;2020-02-07;903954703
69069387;1640;-281.28;2020-02-07;2020-02-07;903954817
69069388;1640;-412.25;2020-02-07;2020-02-07;904014513
69069389;1640;-280.93;2020-02-07;2020-02-07;904161830
69069390;1640;-120.40;2020-02-07;2020-02-07;904168917
69069391;1640;-380.81;2020-02-07;2020-02-07;904168945
69069392;1640;-59.26;2020-02-07;2020-02-07;904227415
69069393;1640;-273.32;2020-02-07;2020-02-07;904299265
69069394;1640;-499.52;2020-02-07;2020-02-07;904312932
69069395;1640;-81.44;2020-02-07;2020-02-07;904366025
69069396;1640;-196.82;2020-02-07;2020-02-07;904390865
69069397;1640;-1503.98;2020-02-07;2020-02-07;904423367
69069398;1640;-406.09;2020-02-07;2020-02-07;904490904
69069399;1640;-734.37;2020-02-07;2020-02-07;904542559
69069400;1640;-109.31;2020-02-07;2020-02-07;904542592
69069401;1640;-156.92;2020-02-07;2020-02-07;904558535
69069402;1640;-33.34;2020-02-07;2020-02-07;904567437
69069403;1640;-100.02;2020-02-07;2020-02-07;904568125
69069404;1640;-37.78;2020-02-07;2020-02-07;904609065
69069405;1640;-567.76;2020-02-07;2020-02-07;904609201
69069406;1640;-186.57;2020-02-07;2020-02-07;904623191
69069407;1640;-698.46;2020-02-07;2020-02-07;904659645
69069408;1640;-7494.24;2020-02-07;2020-02-07;904664327
69069409;1640;-334.72;2020-02-07;2020-02-07;904669461
69069410;1640;-55.60;2020-02-07;2020-02-07;904781153
69069411;1640;-199.23;2020-02-07;2020-02-07;904797972
69069412;1640;-284.33;2020-02-07;2020-02-07;904806195
69069413;1640;-662.40;2020-02-07;2020-02-07;904877503
69069414;1640;-191.02;2020-02-07;2020-02-07;904981938
69069415;1640;-157.82;2020-02-07;2020-02-07;905162933
69069416;1640;-118.72;2020-02-07;2020-02-07;905225973
69069417;1640;-157.56;2020-02-07;2020-02-07;905228350
69069418;1640;-217.77;2020-02-07;2020-02-07;905275048
69069419;1640;-285.07;2020-02-07;2020-02-07;905283245
69069420;1640;-294.48;2020-02-07;2020-02-07;905291348
69069421;1640;-615.83;2020-02-07;2020-02-07;905293495
69069422;1640;-164.91;2020-02-07;2020-02-07;905305239
69069423;1640;-136.74;2020-02-07;2020-02-07;905308404
69069424;1640;-263.10;2020-02-07;2020-02-07;905310754
69069425;1640;-365.33;2020-02-07;2020-02-07;905313631
69069426;1640;-149.05;2020-02-07;2020-02-07;905381283
69069427;1640;-744.63;2020-02-07;2020-02-07;905393916
69069428;1640;-32.77;2020-02-07;2020-02-07;905427765
69069429;1640;-108.26;2020-02-07;2020-02-07;905454665
69069430;1640;-282.05;2020-02-07;2020-02-07;905456013
69069431;1640;-116.59;2020-02-07;2020-02-07;905499679
69069432;1640;-136.19;2020-02-07;2020-02-07;905582862
69069433;1640;-75.06;2020-02-07;2020-02-07;905587391
69069434;1640;-250.21;2020-02-07;2020-02-07;905593523
69069435;1640;-229.26;2020-02-07;2020-02-07;905615890
69069436;1640;-762.65;2020-02-07;2020-02-07;905631478
69069437;1640;-272.01;2020-02-07;2020-02-07;905757164
69069438;1640;-406.01;2020-02-07;2020-02-07;905764864
69069439;1640;-108.73;2020-02-07;2020-02-07;905782011
69069440;1640;-898.22;2020-02-07;2020-02-07;905797238
69069441;1640;-267.60;2020-02-07;2020-02-07;905843988
69069442;1640;-255.76;2020-02-07;2020-02-07;905847356
69069443;1640;-463.44;2020-02-07;2020-02-07;905871815
69069444;1640;-54.22;2020-02-07;2020-02-07;905947793
69069445;1640;-286.05;2020-02-07;2020-02-07;905953260
69069446;1640;-376.18;2020-02-07;2020-02-07;905956079
69069447;1640;-805.56;2020-02-07;2020-02-07;905986998
69069448;1640;-14.90;2020-02-07;2020-02-07;905998919
69069449;1640;-325.10;2020-02-07;2020-02-07;906001028
69069450;1640;-84.83;2020-02-07;2020-02-07;906051877
69069451;1640;-67.70;2020-02-07;2020-02-07;906065514
69069452;1640;-168.50;2020-02-07;2020-02-07;906099902
69069453;1640;-851.67;2020-02-07;2020-02-07;906162396
69069454;1640;-148.70;2020-02-07;2020-02-07;906174684
69069455;1640;-268.00;2020-02-07;2020-02-07;906176273
69069456;1640;-147.85;2020-02-07;2020-02-07;906355323
69069457;1640;-22.97;2020-02-07;2020-02-07;906388128
69069458;1640;-539.14;2020-02-07;2020-02-07;906404705
69069459;1640;-111.95;2020-02-07;2020-02-07;906421658
69069460;1640;-286.17;2020-02-07;2020-02-07;906452787
69069461;1640;-162.13;2020-02-07;2020-02-07;906490660
69069462;1640;-274.76;2020-02-07;2020-02-07;906501241
69069463;1640;-239.12;2020-02-07;2020-02-07;906632819
69069464;1640;-187.52;2020-02-07;2020-02-07;906640652
69069465;1640;-277.04;2020-02-07;2020-02-07;906648193
69069466;1640;-274.02;2020-02-07;2020-02-07;906650781
69069468;1640;-284.79;2020-02-07;2020-02-07;906729137
69069469;1640;-268.83;2020-02-07;2020-02-07;906744957
69069470;1640;-173.87;2020-02-07;2020-02-07;906745942
69069471;1640;-2232.96;2020-02-07;2020-02-07;906773588
69069472;1640;-1084.65;2020-02-07;2020-02-07;906792165
69069473;1640;-681.47;2020-02-07;2020-02-07;906917207
69069474;1640;-274.58;2020-02-07;2020-02-07;906939149
69069475;1640;-849.86;2020-02-07;2020-02-07;907009823
69069476;1640;-672.05;2020-02-07;2020-02-07;907109881
69069477;1640;-123.39;2020-02-07;2020-02-07;907134252
69069478;1640;-228.36;2020-02-07;2020-02-07;907248522
69069479;1640;-1414.40;2020-02-07;2020-02-07;907254365
69069480;1640;-315.00;2020-02-07;2020-02-07;907260552
69069481;1640;-521.43;2020-02-07;2020-02-07;907262954
69069482;1640;-284.20;2020-02-07;2020-02-07;907266564
69069483;1640;-572.24;2020-02-07;2020-02-07;907306467
69069484;1640;-40.35;2020-02-07;2020-02-07;907317109
69069485;1640;-85.75;2020-02-07;2020-02-07;907341365
69069486;1640;-75.28;2020-02-07;2020-02-07;907374304
69069487;1640;-284.84;2020-02-07;2020-02-07;907375258
69069488;1640;-284.84;2020-02-07;2020-02-07;907375316
69069489;1640;-94.95;2020-02-07;2020-02-07;907384518
69069490;1640;-284.84;2020-02-07;2020-02-07;907396852
69069491;1640;-104.11;2020-02-07;2020-02-07;907398520
69069492;1640;-48.40;2020-02-07;2020-02-07;907399434
69069493;1640;-93.47;2020-02-07;2020-02-07;907474080
69069494;1640;-975.28;2020-02-07;2020-02-07;907501005
69069495;1640;-166.92;2020-02-07;2020-02-07;907511832
69069496;1640;-832.91;2020-02-07;2020-02-07;907554035
69069497;1640;-932.32;2020-02-07;2020-02-07;907556971
69069498;1640;-649.79;2020-02-07;2020-02-07;907633243
69069499;1640;-107.13;2020-02-07;2020-02-07;907633380
69069500;1640;-562.10;2020-02-07;2020-02-07;907670296
69069501;1640;-228.66;2020-02-07;2020-02-07;907670917
69069502;1640;-873.88;2020-02-07;2020-02-07;907678904
69069503;1640;-201.58;2020-02-07;2020-02-07;907796697
69069504;1640;-410.94;2020-02-07;2020-02-07;907814193
69069505;1640;-284.21;2020-02-07;2020-02-07;907837382
69069506;1640;-303.46;2020-02-07;2020-02-07;907845741
69069507;1640;-163.57;2020-02-07;2020-02-07;907853084
69069508;1640;-49.92;2020-02-07;2020-02-07;907861289
69069509;1640;-49.92;2020-02-07;2020-02-07;907861471
69069510;1640;-267.24;2020-02-07;2020-02-07;907894922
69069511;1640;-50.25;2020-02-07;2020-02-07;907899543
69069512;1640;-345.97;2020-02-07;2020-02-07;907905842
69069513;1640;-274.39;2020-02-07;2020-02-07;907926283
69069514;1640;-191.95;2020-02-07;2020-02-07;907986452
69069515;1640;-281.36;2020-02-07;2020-02-07;907996275
69069516;1640;-770.40;2020-02-07;2020-02-07;908011466
69069517;1640;-285.18;2020-02-07;2020-02-07;908030531
69069518;1640;-405.44;2020-02-07;2020-02-07;908046983
69069519;1640;-285.81;2020-02-07;2020-02-07;908108750
69069520;1640;-241.14;2020-02-07;2020-02-07;908110793
69069521;1640;-285.29;2020-02-07;2020-02-07;908132859
69069522;1640;-817.02;2020-02-07;2020-02-07;908138217
69069523;1640;-88.66;2020-02-07;2020-02-07;908243689
69069524;1640;-848.01;2020-02-07;2020-02-07;908246364
69069525;1640;-283.99;2020-02-07;2020-02-07;908261511
69069526;1640;-10.60;2020-02-07;2020-02-07;908276916
