NR_SEQL_OCR_CVN;NR_CVN;VL_SDO_CGN;DT_CBR_PCL;DT_PRVT_RPSS_CVN;NR_CTR_OPR
69168683;146590;322.74;2020-01-31;2020-01-31;915623182
69168684;146590;92.31;2020-01-31;2020-01-31;916046165
69168685;146590;55.72;2020-01-31;2020-01-31;919050561
69168686;146590;39.47;2020-01-31;2020-01-31;921298370
69168687;146590;22.25;2020-01-31;2020-01-31;921663593
69168688;146590;300.27;2020-01-31;2020-01-31;921886698
69168689;146590;622.72;2020-01-31;2020-01-31;923338902
69168690;146590;345.44;2020-01-31;2020-01-31;924683348
69168718;146788;-253.49;2020-01-31;2020-01-31;934055435
69168757;147149;207.75;2020-01-31;2020-01-31;899831034
69168758;147149;357.62;2020-01-31;2020-01-31;917531140
69168925;149442;442.74;2020-01-31;2020-01-31;890772503
69168933;150008;969.93;2020-01-31;2020-01-31;921025878
69168960;150343;50.43;2020-01-31;2020-01-31;907180670
69169065;152377;498.09;2020-01-31;2020-01-31;908819993
69169127;155018;159.83;2020-02-05;2020-01-31;881861742
69169129;155018;120.86;2020-02-05;2020-01-31;888496779
69169282;163641;202.58;2020-01-31;2020-01-31;847129284
69169283;163641;394.47;2020-01-31;2020-01-31;856233032
69169284;163641;54.03;2020-01-31;2020-01-31;888232068
69169381;179057;252.75;2020-01-31;2020-01-31;930667290
69169383;179295;508.25;2020-01-31;2020-01-31;897359150
69169384;179295;313.43;2020-01-31;2020-01-31;900714886
69169398;181810;442.55;2020-01-30;2020-01-31;861192769
69169416;185099;258.67;2020-01-31;2020-01-31;927911095
69169419;185164;138.95;2020-01-31;2020-01-31;889044815
69169422;185164;438.59;2020-01-31;2020-01-31;907503972
69169423;185164;578.92;2020-01-31;2020-01-31;908598060
69169424;185164;384.26;2020-01-31;2020-01-31;911785211
69169425;185164;439.48;2020-01-31;2020-01-31;914039597
69169428;185164;630.81;2020-01-31;2020-01-31;916807088
69169429;185164;179.93;2020-01-31;2020-01-31;916814000
69169431;185164;341.15;2020-01-31;2020-01-31;919510375
69169434;185164;295.13;2020-01-31;2020-01-31;923159288
69169435;185164;280.89;2020-01-31;2020-01-31;924772728
69169436;185164;45.79;2020-01-31;2020-01-31;927506974
69169437;185164;67.18;2020-01-31;2020-01-31;927634356
69169464;187087;331.32;2020-01-15;2020-01-31;846725272
69169570;187087;161.88;2020-01-31;2020-01-31;931203459
69169575;187087;479.74;2020-01-31;2020-01-31;931776018
69169576;187087;446.04;2020-01-31;2020-01-31;931951544
69169582;187087;2659.08;2020-01-31;2020-01-31;933256705
69169668;196279;932.46;2020-01-31;2020-01-31;918465968
69169670;196279;295.47;2020-01-31;2020-01-31;924671009
69169822;198445;-182.48;2020-02-08;2020-01-31;845966171
69169832;198454;492.04;2020-01-31;2020-01-31;932705037
69169871;198464;195.80;2020-01-31;2020-01-31;926770210
69169892;198485;1.44;2020-02-07;2020-01-31;859133060
69169930;198519;512.42;2020-01-31;2020-01-31;926168893
69170073;203604;1613.58;2020-01-21;2020-01-31;895874812
69170107;203800;150.79;2020-01-31;2020-01-31;914599776
69170366;213263;301.37;2020-01-31;2020-01-31;890480851
69170367;213263;-278.49;2020-01-31;2020-01-31;910705325
69170457;214595;77.15;2020-01-31;2020-01-31;923065322
69170530;214718;334.64;2020-01-31;2020-01-31;931691175
69170711;214880;255.76;2020-01-31;2020-01-31;912590857
69170713;214880;163.62;2020-01-31;2020-01-31;916226049
69171137;215165;245.76;2020-01-31;2020-01-31;911708144
69171506;215598;182.05;2020-01-31;2020-01-31;884898303
69171507;215598;148.43;2020-01-31;2020-01-31;885405369
69171508;215598;254.96;2020-01-31;2020-01-31;900464372
69171509;215598;77.70;2020-01-31;2020-01-31;904076753
69171510;215598;18.59;2020-01-31;2020-01-31;916969266
69171664;215726;-2620.46;2020-01-31;2020-02-07;818402880
69171733;215726;-230.48;2020-01-31;2020-02-07;829968099
69172040;218039;1053.17;2020-01-31;2020-01-31;916718547
69172243;220270;509.45;2020-02-13;2020-01-31;865845542
69172267;220270;1946.54;2020-01-31;2020-01-31;899369242
69172268;220270;123.55;2020-01-31;2020-01-31;904506309
69172269;220270;317.58;2020-01-31;2020-01-31;918353206
69173484;303657;696.82;2020-01-31;2020-01-31;914947075
69173610;311698;81.79;2020-02-12;2020-01-31;860546867
69173628;311698;188.95;2020-02-12;2020-01-31;886448364
69173650;311698;1133.41;2020-02-12;2020-01-31;901700217
69173667;311698;424.06;2020-02-12;2020-01-31;913071099
69173705;316499;1256.55;2020-01-31;2020-01-31;908533923
69173707;316499;466.01;2020-01-31;2020-01-31;924409510
69173733;324075;1138.77;2020-02-07;2020-01-31;910172576
69173736;324075;1594.94;2020-02-07;2020-01-31;911285795
69173759;324405;-550.34;2020-01-31;2020-02-07;868197362
69173905;329312;2239.79;2020-01-31;2020-01-31;880314703
69173942;330210;98.82;2020-01-10;2020-01-10;899252893
69173943;330210;68.26;2020-01-10;2020-01-10;923743684
69173944;330210;55.41;2020-01-10;2020-01-10;925207458
69173945;330210;46.96;2020-01-10;2020-01-10;926898454
69173946;330210;41.14;2020-01-10;2020-01-10;927232225
69174030;330489;315.45;2020-02-07;2020-01-31;874501985
69174083;330501;168.62;2020-02-14;2020-01-31;833656038
69174098;330501;67.84;2020-02-14;2020-01-31;838793134
69174100;330501;356.82;2020-02-14;2020-01-31;840106871
69174130;330501;46.27;2020-02-14;2020-01-31;864583355
69174228;331198;385.97;2020-01-31;2020-01-31;923372814
69174229;331198;309.75;2020-01-31;2020-01-31;928609072
69174230;331198;285.45;2020-01-31;2020-01-31;928711518
69174356;333612;231.83;2020-01-31;2020-01-31;925481602
69174357;333665;105.07;2020-01-31;2020-01-31;883951999
69174358;333665;367.27;2020-01-31;2020-01-31;890487990
69174359;333665;160.42;2020-01-31;2020-01-31;896905408
69174360;333665;79.07;2020-01-31;2020-01-31;904497380
69174375;335663;843.05;2020-01-31;2020-01-31;904886736
69174376;335663;233.40;2020-01-31;2020-01-31;924702020
69174380;351467;370.83;2020-01-31;2020-01-31;875842927
69174414;352413;1245.87;2019-12-31;2019-12-31;887893815
69174469;352869;532.08;2020-01-31;2020-01-31;915218595
69174470;352869;745.73;2020-01-31;2020-01-31;930605275
69174507;357995;411.96;2020-01-31;2020-01-31;920924824
69174576;358552;730.58;2020-01-31;2020-01-31;906000622
69174678;359034;1989.62;2020-01-31;2020-01-31;929290506
69174686;359164;188.58;2020-01-31;2020-01-31;905587767
69174690;359170;800.44;2020-01-31;2020-01-31;929716565
69174707;359434;79.29;2020-01-31;2020-01-31;909693219
69174712;364258;202.00;2020-01-31;2020-01-31;914296400
69174713;364258;533.48;2020-01-31;2020-01-31;920731253
69174794;364357;170.33;2020-01-31;2020-01-31;914058550
69174795;364357;276.14;2020-01-31;2020-01-31;918678256
69174944;367979;582.03;2020-01-31;2020-01-31;922254503
69174945;367979;349.71;2020-01-31;2020-01-31;922327251
69174949;367998;628.92;2020-01-31;2020-01-31;932697646
69175032;368387;772.21;2020-01-31;2020-01-31;920492760
69175033;368387;574.21;2020-01-31;2020-01-31;922568165
69175036;368390;420.21;2020-01-31;2020-01-31;921031077
69175040;368490;642.17;2020-01-31;2020-01-31;930191227
69175054;370510;270.49;2020-01-31;2020-01-31;929780759
69175055;370510;408.18;2020-01-31;2020-01-31;931056129
69175057;370530;310.80;2020-01-31;2020-01-31;919600200
69175058;370530;220.68;2020-01-31;2020-01-31;921093025
69175059;370530;417.73;2020-01-31;2020-01-31;925024421
69175063;370673;222.18;2020-01-31;2020-01-31;927462727
69175064;370673;121.82;2020-01-31;2020-01-31;928400666
69181524;104256;-1562.13;2020-01-30;2020-01-30;909720247
69181528;104256;-626.51;2020-01-30;2020-01-30;902012683
69181532;104256;-1298.04;2020-01-30;2020-01-30;897305493
69181545;104256;-701.15;2020-01-30;2020-01-30;885148737
69181567;104256;-561.08;2020-01-30;2020-01-30;899764087
69183316;147149;965.12;2020-01-31;2020-01-31;882724440
69183492;108643;-799.28;2020-01-31;2020-01-31;842301109
69184201;108643;-1703.74;2020-01-31;2020-01-31;868379279
69184662;108643;-591.50;2020-01-31;2020-01-31;850792663
69184797;108643;-1108.94;2020-01-31;2020-01-31;860672728
69184836;108643;-503.06;2020-01-31;2020-01-31;858744570
69184917;108643;24.54;2020-01-15;2020-01-31;836562965
69184918;108643;33.09;2020-01-15;2020-01-31;838520185
69184919;108643;49.92;2020-01-31;2020-01-31;840680851
69184920;108643;411.53;2020-01-15;2020-01-31;841146212
69184922;108643;707.86;2020-01-15;2020-01-31;841389047
69184923;108643;1720.68;2020-01-15;2020-01-31;841391832
69184925;108643;79.04;2020-01-31;2020-01-31;841984771
69184933;108643;923.78;2020-01-31;2020-01-31;844865508
69184960;108643;-693.45;2020-01-31;2020-01-31;860530732
69185026;108643;874.30;2020-01-31;2020-01-31;910422198
69185044;108643;1293.64;2020-01-31;2020-01-31;931695786
69185066;108643;153.43;2020-01-31;2020-01-31;932264122
69185067;108643;144.88;2020-01-31;2020-01-31;932264135
69185073;108643;778.52;2020-01-31;2020-01-31;932342746
69185075;108643;840.97;2020-01-31;2020-01-31;932343226
69185076;108643;489.30;2020-01-31;2020-01-31;932357825
69185077;108643;108.08;2020-01-31;2020-01-31;932357827
69185078;108643;790.10;2020-01-31;2020-01-31;932358220
69185080;108643;190.85;2020-01-31;2020-01-31;932365941
69185081;108643;207.24;2020-01-31;2020-01-31;932366121
69185082;108643;152.45;2020-01-31;2020-01-31;932366130
69185083;108643;120.76;2020-01-31;2020-01-31;932366144
69185084;108643;232.72;2020-01-31;2020-01-31;932366146
69185085;108643;216.51;2020-01-31;2020-01-31;932366172
69185091;108643;71.30;2020-01-31;2020-01-31;932517407
69185092;108643;98.04;2020-01-31;2020-01-31;932555180
69185095;108643;2344.06;2020-01-31;2020-01-31;932651166
69185096;108643;141.16;2020-01-31;2020-01-31;932651265
69185101;108643;181.85;2020-01-31;2020-01-31;932656039
69185102;108643;239.58;2020-01-31;2020-01-31;932656043
69185103;108643;82.53;2020-01-31;2020-01-31;932669461
69185104;108643;98.83;2020-01-31;2020-01-31;932669510
69185113;108643;319.85;2020-01-31;2020-01-31;932749889
69185114;108643;75.91;2020-01-31;2020-01-31;932749892
69185115;108643;164.83;2020-01-31;2020-01-31;932749897
69185118;108643;107.33;2020-01-31;2020-01-31;932753077
69185139;108643;184.57;2020-01-31;2020-01-31;933071049
69185140;108643;141.41;2020-01-31;2020-01-31;933071313
69185149;108643;116.02;2020-01-31;2020-01-31;933165833
69185175;108643;-1278.84;2020-01-31;2020-01-31;845850333
69185525;120301;-13.93;2020-01-31;2020-01-31;827105556
69185527;120301;-213.91;2020-01-31;2020-01-31;825690419
69185552;105436;-82.95;2020-01-15;2020-01-15;930505439
69185553;220147;-184.15;2020-01-31;2020-01-31;876509359
69185554;220147;-156.12;2020-01-31;2020-01-31;903999155
69185555;220147;-18.23;2020-01-31;2020-01-31;914182389
69185556;220147;-93.25;2020-01-31;2020-01-31;926880151
69185557;220147;-894.55;2020-01-31;2020-01-31;903888540
69185558;220147;-170.46;2020-01-31;2020-01-31;905661263
69201203;1057;-374.39;2020-02-10;2020-02-03;822184035
69201431;1057;-368.31;2020-02-10;2020-02-03;823511162
69204674;1057;-24.17;2020-02-10;2020-02-03;833565078
69205059;1057;-12.62;2020-02-10;2020-02-03;834493217
69206573;1057;-12.28;2020-02-10;2020-02-03;838183174
69207551;1057;81.13;2020-02-10;2020-02-03;840390629
69209436;1057;102.18;2020-02-10;2020-02-03;848453263
69211185;1057;-68.18;2020-02-10;2020-02-03;852241424
69214491;1057;-41.96;2020-02-14;2020-02-03;873045865
69214492;1057;-24.83;2020-02-14;2020-02-03;873045904
69214493;1057;-21.59;2020-02-14;2020-02-03;873045944
69215632;1078;103.74;2020-02-02;2020-02-03;0
69220409;1078;2383.61;2020-02-02;2020-02-03;840066692
69231544;1078;955.14;2020-02-02;2020-02-03;845363801
69231626;1078;818.24;2020-02-02;2020-02-03;845814375
69231911;1078;87.54;2020-02-02;2020-02-03;849075825
69232354;1078;209.59;2020-02-02;2020-02-03;857197262
69232591;1078;524.78;2020-02-02;2020-02-03;862151066
69232776;1078;377.35;2020-02-02;2020-02-03;868844936
69232903;1078;396.43;2020-02-02;2020-02-03;872774936
69233095;1078;73.47;2020-02-02;2020-02-03;877251429
69233133;1078;44.93;2020-02-02;2020-02-03;878270128
69233247;1078;1458.54;2020-02-02;2020-02-03;879690328
69233348;1078;641.16;2020-02-02;2020-02-03;881404954
69233438;1078;117.44;2020-02-02;2020-02-03;882651088
69233452;1078;1807.23;2020-02-02;2020-02-03;882803750
69233530;1078;1249.24;2020-02-02;2020-02-03;883891849
69233666;1078;38.96;2020-02-02;2020-02-03;885445722
69233688;1078;143.44;2020-02-02;2020-02-03;885805405
69233735;1078;810.22;2020-02-02;2020-02-03;886437630
69233958;1078;70.46;2020-02-02;2020-02-03;889111934
69234012;1078;278.91;2020-02-02;2020-02-03;889586987
69234032;1078;450.59;2020-02-02;2020-02-03;889728726
69234086;1078;2096.87;2020-02-02;2020-02-03;890209803
69234234;1078;140.95;2020-02-02;2020-02-03;891755717
69234423;1078;279.00;2020-02-02;2020-02-03;893656294
69234613;1078;73.44;2020-02-02;2020-02-03;895120758
69234737;1078;227.82;2020-02-02;2020-02-03;896180576
69234832;1078;1571.46;2020-02-02;2020-02-03;896942939
69234986;1078;2299.72;2020-02-02;2020-02-03;897924136
69235031;1078;1182.84;2020-02-02;2020-02-03;898116336
69235037;1078;173.45;2020-02-02;2020-02-03;898129769
69235122;1078;271.03;2020-02-02;2020-02-03;898594450
69235257;1078;397.01;2020-02-02;2020-02-03;899332653
69235312;1078;87.46;2020-02-02;2020-02-03;899662700
69235442;1078;2396.89;2020-02-02;2020-02-03;900310254
69235553;1078;906.79;2020-02-02;2020-02-03;900992895
69235561;1078;104.71;2020-02-02;2020-02-03;901047924
69235563;1078;99.99;2020-02-02;2020-02-03;901048314
69235672;1078;2097.07;2020-02-02;2020-02-03;901703310
69235676;1078;1276.43;2020-02-02;2020-02-03;901723371
69235677;1078;57.35;2020-02-02;2020-02-03;901725647
69235706;1078;1280.18;2020-02-02;2020-02-03;902011756
69235742;1078;724.60;2020-02-02;2020-02-03;902244296
69235811;1078;122.30;2020-02-02;2020-02-03;902722428
69235812;1078;119.92;2020-02-02;2020-02-03;902722439
69235814;1078;88.82;2020-02-02;2020-02-03;902740006
69235861;1078;380.65;2020-02-02;2020-02-03;903031590
69235922;1078;268.70;2020-02-02;2020-02-03;903343842
69235962;1078;30.17;2020-02-02;2020-02-03;903596731
69236013;1078;579.70;2020-02-02;2020-02-03;903872721
69236033;1078;1210.23;2020-02-02;2020-02-03;903975322
69236065;1078;203.70;2020-02-02;2020-02-03;904087489
69236159;1078;602.04;2020-02-02;2020-02-03;904496848
69236168;1078;494.72;2020-02-02;2020-02-03;904512197
69236211;1078;140.31;2020-02-02;2020-02-03;904707839
69236226;1078;605.69;2020-02-02;2020-02-03;904790442
69236295;1078;125.18;2020-02-02;2020-02-03;905180156
69236434;1078;204.40;2020-02-02;2020-02-03;905894308
69236514;1078;449.40;2020-02-02;2020-02-03;906178907
69249815;1553;553.25;2020-02-14;2020-02-03;836948350
69249941;1666;-351.04;2020-01-31;2020-01-31;917315261
69250779;5544;215.34;2020-01-30;2020-02-03;854853255
69250780;5544;437.12;2020-02-03;2020-02-03;908091274
69250781;5544;312.42;2020-02-03;2020-02-03;909162181
69250782;5544;573.85;2020-02-03;2020-02-03;910558155
69250783;5544;397.23;2020-02-03;2020-02-03;917495346
69250784;5544;386.02;2020-02-03;2020-02-03;924009272
69250785;5544;79.27;2020-02-03;2020-02-03;924424372
69250786;5544;293.98;2020-02-03;2020-02-03;927102584
69250787;5544;-244.63;2020-02-03;2020-02-03;932676555
69250788;5544;-1035.11;2020-02-03;2020-02-03;932754635
69250789;5544;-543.60;2020-02-03;2020-02-03;932815186
69250790;5544;-437.02;2020-02-03;2020-02-03;932826197
69250791;5544;-572.13;2020-02-03;2020-02-03;932849753
69250792;5544;-473.20;2020-02-03;2020-02-03;932894376
69250793;5544;-164.89;2020-02-03;2020-02-03;932927303
69250794;5544;-346.96;2020-02-03;2020-02-03;932963222
69250795;5544;-292.05;2020-02-03;2020-02-03;933040463
69250796;5544;-172.30;2020-02-03;2020-02-03;933150853
69252022;14661;692.14;2020-02-03;2020-02-03;865430468
69253346;45325;114.87;2020-02-03;2020-02-03;885378327
69253348;60128;457.38;2020-02-03;2020-02-03;830016932
69253349;60128;235.42;2020-02-03;2020-02-03;861503385
69253350;60128;724.77;2020-02-03;2020-02-03;881056649
69253351;60128;302.85;2020-02-03;2020-02-03;895685530
69253352;60128;300.85;2020-02-03;2020-02-03;899958133
69253353;60128;341.85;2020-02-03;2020-02-03;900445101
69253354;60128;303.87;2020-02-03;2020-02-03;912024332
69253355;60128;71.69;2020-02-03;2020-02-03;912452524
69253356;60128;65.40;2020-02-03;2020-02-03;912457884
69253357;60128;72.95;2020-02-03;2020-02-03;912482230
69254898;77171;66.47;2020-02-14;2020-02-03;846969629
69254933;81089;399.62;2020-02-03;2020-02-03;925128130
69254934;81089;699.83;2020-02-03;2020-02-03;931065549
69255067;84729;-357.89;2020-01-30;2020-01-30;875779190
69255068;84729;-341.24;2020-01-30;2020-01-30;882561873
69255069;84729;-365.67;2020-01-30;2020-01-30;890077765
69255070;84729;-402.87;2020-01-30;2020-01-30;899705486
69255071;84729;-47.23;2020-01-30;2020-01-30;902461907
69255073;84729;-889.76;2020-01-30;2020-01-30;920966437
69255074;84729;-427.20;2020-01-30;2020-01-30;922089449
69255075;84729;-262.12;2020-01-30;2020-01-30;924256328
69255076;84729;-559.57;2020-01-30;2020-01-30;924517074
69255077;84729;-37.59;2020-01-30;2020-01-30;925609644
69255078;84729;-365.37;2020-01-30;2020-01-30;925712800
69255079;84729;-86.32;2020-01-30;2020-01-30;926976841
69255082;84729;-359.67;2020-01-30;2020-01-30;932430804
69255085;86946;73.65;2020-02-01;2020-02-03;898720265
69255210;92171;417.51;2020-02-02;2020-02-03;842641470
69255288;92334;-279.70;2020-02-02;2020-02-04;833620016
69255293;92334;-300.99;2020-02-02;2020-02-04;833938768
69255524;92334;-102.94;2020-02-02;2020-02-04;855289630
69255930;92334;-101.55;2020-02-02;2020-02-04;872128990
69255991;92334;-77.07;2020-02-02;2020-02-04;873772052
69256025;96329;108.47;2020-02-01;2020-02-03;894962943
69256285;100118;346.69;2020-02-02;2020-02-03;894318803
69256309;100341;441.80;2020-02-14;2020-02-03;860437779
69256313;100372;2898.16;2020-01-10;2020-01-10;904480196
69256819;102710;631.57;2020-02-03;2020-02-03;865766170
69256820;102710;56.55;2020-02-03;2020-02-03;870660449
69256824;102869;140.99;2020-02-02;2020-02-03;931707146
69257041;104277;-429.60;2020-02-13;2020-02-03;845531786
69257192;104277;170.94;2020-02-13;2020-02-03;853122668
69257426;104277;146.60;2020-02-13;2020-02-03;865774740
69257803;104347;-41.58;2020-02-03;2020-02-18;829483293
69257804;104347;-172.52;2020-02-03;2020-02-18;832335741
69257805;104347;-27.93;2020-02-03;2020-02-18;832491475
69257806;104347;-71.78;2020-02-03;2020-02-18;833626740
69257807;104347;-425.07;2020-02-03;2020-02-18;840223009
69257808;104347;-343.50;2020-02-03;2020-02-18;845151161
69257809;104347;-113.22;2020-02-03;2020-02-18;846459491
69257810;104347;-40.01;2020-02-03;2020-02-18;850047600
69257811;104347;-272.55;2020-02-03;2020-02-18;856351197
69257812;104347;-143.11;2020-02-03;2020-02-18;858724835
69259202;108643;-108.79;2020-01-31;2020-01-31;931810340
69259203;108643;-87.89;2020-01-31;2020-01-31;932757470
69259280;109668;192.00;2020-02-03;2020-02-03;910053817
69259488;112199;-84.77;2020-02-03;2020-02-10;867420987
69262163;113226;298.79;2020-02-12;2020-02-03;844460568
69262168;113226;10.71;2020-02-12;2020-02-03;853559378
69262169;113226;35.70;2020-02-12;2020-02-03;853559528
69262221;114776;139.16;2020-02-02;2020-02-03;911189173
69262222;114776;302.13;2020-02-02;2020-02-03;913029150
69262223;114776;164.08;2020-02-02;2020-02-03;914768393
69262224;114776;33.68;2020-02-02;2020-02-03;916453197
69262290;115170;353.77;2020-02-02;2020-02-03;914130260
69262291;115170;266.81;2020-02-02;2020-02-03;919156671
69262292;115170;43.47;2020-02-02;2020-02-03;925856424
69262293;115170;615.84;2020-02-02;2020-02-03;927904797
69262296;115649;-404.03;2020-01-31;2020-01-31;884184208
69262297;115649;-382.17;2020-01-31;2020-01-31;887422665
69262298;115649;-341.20;2020-01-31;2020-01-31;888142394
69262299;115649;-101.58;2020-01-31;2020-01-31;889695315
69262300;115649;-667.59;2020-01-31;2020-01-31;889752253
69262301;115649;-418.16;2020-01-31;2020-01-31;890190324
69262302;115649;-393.38;2020-01-31;2020-01-31;894194816
69262303;115649;-28.87;2020-01-31;2020-01-31;896075817
69262304;115649;-388.12;2020-01-31;2020-01-31;896352567
69262305;115649;-293.98;2020-01-31;2020-01-31;897346506
69262309;115649;-337.15;2020-01-31;2020-01-31;916720905
69262312;115715;-416.10;2020-02-07;2020-02-03;827690005
69262313;115715;-121.56;2020-02-07;2020-02-03;849484379
69262315;115715;-268.47;2020-02-07;2020-02-03;851881150
69262316;115715;-124.95;2020-02-07;2020-02-03;851881731
69262318;115715;-281.49;2020-02-07;2020-02-03;853129161
69262319;115715;-110.42;2020-02-07;2020-02-03;853155718
69262320;115715;-368.08;2020-02-07;2020-02-03;854322414
69263306;116958;-3.75;2020-02-03;2020-02-03;933190310
69264676;124135;128.45;2020-01-20;2020-02-03;825291496
69264761;127155;-2116.29;2020-01-31;2020-01-31;830929127
69265420;133646;360.01;2020-02-10;2020-02-03;882121771
69265497;135092;385.63;2020-02-01;2020-02-03;929820342
69266001;135705;233.88;2020-02-11;2020-02-03;878468132
69266093;135705;2415.09;2020-02-11;2020-02-03;896449404
69266163;135721;-160.10;2020-02-08;2020-02-03;852538973
69266170;135907;65.29;2020-02-01;2020-02-03;888999211
69266171;135907;124.43;2020-02-01;2020-02-03;890206767
69266172;135907;283.66;2020-02-01;2020-02-03;895761238
69266173;135907;158.04;2020-02-01;2020-02-03;899831032
69266174;135907;67.68;2020-02-01;2020-02-03;900355755
69266175;135907;151.75;2020-02-01;2020-02-03;910545584
69266176;135907;361.41;2020-02-01;2020-02-03;911256777
69266177;135907;185.43;2020-02-01;2020-02-03;912389682
69266178;135907;330.99;2020-02-01;2020-02-03;914172083
69266179;135907;756.52;2020-02-01;2020-02-03;915994492
69266180;135907;158.25;2020-02-01;2020-02-03;918037319
69266181;135907;357.58;2020-02-01;2020-02-03;918093993
69266182;135907;299.19;2020-02-01;2020-02-03;920246525
69266183;135907;286.77;2020-02-01;2020-02-03;925468893
69266184;135907;297.05;2020-02-01;2020-02-03;925628559
69266185;135907;799.19;2020-02-01;2020-02-03;930109221
69266186;135907;750.86;2020-02-01;2020-02-03;930359447
69266187;135907;-297.28;2020-02-03;2020-02-03;932057934
69266188;135907;-358.43;2020-02-03;2020-02-03;932067672
69266189;135907;-284.48;2020-02-03;2020-02-03;932207703
69266192;136164;156.82;2020-01-02;2020-01-02;912722383
69266193;136164;168.50;2020-02-03;2020-02-03;912722383
69266281;138920;-506.08;2020-02-09;2020-01-31;853027146
69266413;143495;57.96;2020-02-12;2020-02-03;826312175
69266440;143495;1337.77;2020-02-03;2020-02-03;872154754
69266441;143495;555.21;2020-02-03;2020-02-03;873891409
69266443;143495;934.28;2020-02-03;2020-02-03;901264700
69266444;143495;1817.03;2020-02-03;2020-02-03;902251915
69266445;143495;56.87;2020-02-03;2020-02-03;903370968
69266446;143495;134.83;2020-02-03;2020-02-03;906001990
69266447;143495;225.98;2020-02-03;2020-02-03;907384886
69266448;143495;220.85;2020-02-03;2020-02-03;911702148
69266449;143495;228.37;2020-02-03;2020-02-03;912545077
69266450;143495;215.90;2020-02-03;2020-02-03;915442294
69266451;143495;171.29;2020-02-03;2020-02-03;916563930
69266452;143495;624.27;2020-02-03;2020-02-03;919194226
69266453;143495;494.29;2020-02-03;2020-02-03;919231472
69266454;143495;428.29;2020-02-03;2020-02-03;919412366
69266455;143495;245.27;2020-02-03;2020-02-03;922795415
69266456;143495;388.81;2020-02-03;2020-02-03;929284608
69266457;143495;763.61;2020-02-03;2020-02-03;929552923
69266458;143495;2549.98;2020-02-03;2020-02-03;929968311
69266459;143495;230.42;2020-02-03;2020-02-03;931982462
69266460;143495;-263.25;2020-02-03;2020-02-03;933593900
69266461;143495;-2428.13;2020-02-03;2020-02-03;933625991
69267692;182204;-2868.03;2020-01-20;2020-01-20;891743080
69267693;182204;-696.41;2020-01-20;2020-01-20;892282413
69267694;182204;-418.20;2020-01-20;2020-01-20;892726993
69267788;184959;1418.07;2020-02-03;2020-02-03;879731659
69267859;190965;137.31;2020-02-02;2020-02-03;901721595
69267865;192581;280.72;2020-01-07;2020-01-07;921395266
69267897;198574;1196.53;2020-01-02;2020-01-02;905084336
69267898;198574;675.58;2020-01-02;2020-01-02;927235281
69268077;201681;-291.17;2020-02-10;2020-02-03;879283145
69268082;201681;-18.94;2020-02-10;2020-02-03;881312173
69268212;201681;595.33;2020-02-01;2020-02-03;929800460
69268213;201681;469.66;2020-02-01;2020-02-03;930205498
69268214;201681;257.73;2020-02-01;2020-02-03;930207485
69268215;201681;299.46;2020-02-01;2020-02-03;930457979
69268216;201681;250.07;2020-02-01;2020-02-03;930654687
69268217;201681;398.63;2020-02-01;2020-02-03;930786735
69268218;201681;321.39;2020-02-01;2020-02-03;930792270
69268219;201681;323.19;2020-02-01;2020-02-03;930806280
69268220;201681;88.89;2020-02-01;2020-02-03;930821620
69268221;201681;-284.34;2020-02-03;2020-02-03;931862499
69268222;201681;-330.07;2020-02-03;2020-02-03;932418660
69268224;201681;-413.31;2020-02-03;2020-02-03;932546744
69268225;201681;-759.10;2020-02-03;2020-02-03;932893778
69268232;203010;308.79;2020-02-03;2020-02-03;902973476
69268242;204238;853.63;2020-02-03;2020-02-03;879547803
69268594;215394;-171.63;2020-02-01;2020-02-17;838020692
69268595;215394;-1298.67;2020-02-01;2020-02-17;838079690
69268596;215394;-194.07;2020-02-01;2020-02-17;843991902
69268597;215394;-313.84;2020-02-01;2020-02-17;844252197
69268598;215394;-1395.46;2020-02-01;2020-02-17;845249096
69268599;215394;-95.23;2020-02-01;2020-02-17;847398553
69268600;215394;-73.70;2020-02-01;2020-02-17;848750515
69268741;216512;499.63;2020-02-02;2020-02-03;917594993
69268872;303101;1808.17;2020-01-01;2020-01-02;860829777
69268877;303101;-305.52;2020-02-03;2020-02-03;932200831
69268884;307969;167.13;2020-02-01;2020-02-03;898441019
69268885;307969;396.57;2020-02-01;2020-02-03;928385044
69268888;308975;211.83;2020-02-02;2020-02-03;898589055
69268897;309574;179.62;2020-02-01;2020-02-12;832942582
69268898;309574;605.63;2020-02-01;2020-02-12;847122747
69268899;309574;158.35;2020-02-01;2020-02-12;863219434
69268900;309574;324.39;2020-02-01;2020-02-12;869899917
69268901;309574;655.51;2020-02-01;2020-02-12;870209230
69268903;310033;245.64;2020-02-03;2020-02-03;906576877
69269096;332360;282.67;2020-02-03;2020-02-03;908021970
69269178;353597;5592.44;2020-02-10;2020-02-03;857725018
69269193;358109;392.84;2020-02-03;2020-02-03;897075218
69269194;358109;5946.14;2020-02-03;2020-02-03;930594691
69269214;358676;1375.30;2020-02-01;2020-02-03;923684165
69269232;359089;148.90;2020-02-01;2020-02-03;927724182
69269240;363931;-268.01;2020-02-03;2020-02-03;899447618
69269241;363931;-965.01;2020-02-03;2020-02-03;906060740
69269242;363931;-1231.77;2020-02-03;2020-02-03;915180445
69269243;363931;-106.55;2020-02-03;2020-02-03;918614378
